guid,tag,pred,diff
1232,positive,positive,False
48,positive,positive,False
3225,negative,negative,False
3645,positive,positive,False
787,positive,positive,False
2769,positive,positive,False
36,positive,positive,False
4687,negative,negative,False
4648,positive,positive,False
2097,positive,positive,False
2129,negative,negative,False
4572,positive,positive,False
2902,positive,positive,False
1454,positive,positive,False
4215,positive,positive,False
4367,negative,negative,False
3065,positive,positive,False
3682,positive,positive,False
3568,negative,negative,False
411,positive,positive,False
1280,positive,positive,False
3858,positive,positive,False
1068,neutral,neutral,False
1329,positive,positive,False
3947,negative,negative,False
5033,positive,positive,False
1977,negative,neutral,True
898,positive,positive,False
4978,positive,positive,False
5083,negative,negative,False
2103,positive,positive,False
2464,negative,negative,False
1654,positive,positive,False
4336,positive,positive,False
2833,neutral,neutral,False
4309,positive,positive,False
4034,negative,negative,False
4752,positive,negative,True
914,positive,positive,False
4299,negative,negative,False
1234,positive,positive,False
1746,positive,positive,False
3928,positive,positive,False
40,positive,positive,False
1795,positive,positive,False
2770,positive,positive,False
994,neutral,neutral,False
1638,positive,positive,False
3107,negative,negative,False
4179,positive,positive,False
2740,positive,positive,False
3672,positive,positive,False
167,positive,positive,False
4596,negative,negative,False
3458,positive,positive,False
495,positive,positive,False
719,negative,negative,False
3632,positive,positive,False
198,neutral,positive,True
807,positive,positive,False
4342,positive,positive,False
2662,negative,negative,False
1023,positive,positive,False
1058,neutral,neutral,False
3328,positive,positive,False
2859,positive,positive,False
3009,positive,positive,False
1313,positive,positive,False
4000,positive,positive,False
4935,positive,positive,False
5075,negative,negative,False
417,positive,positive,False
4071,negative,negative,False
2992,neutral,neutral,False
1318,positive,positive,False
3761,positive,positive,False
2610,positive,positive,False
5063,positive,positive,False
2363,negative,positive,True
4409,positive,positive,False
3876,positive,positive,False
4753,negative,negative,False
3981,negative,negative,False
3301,positive,positive,False
3067,positive,positive,False
4374,positive,positive,False
1721,positive,positive,False
4451,positive,positive,False
4642,positive,positive,False
1997,positive,positive,False
2942,positive,positive,False
4969,positive,positive,False
1695,negative,negative,False
2051,positive,positive,False
4390,negative,negative,False
642,negative,negative,False
1480,negative,negative,False
4274,negative,negative,False
2311,neutral,negative,True
3939,positive,positive,False
1532,negative,negative,False
4782,positive,positive,False
3730,positive,positive,False
704,positive,positive,False
103,positive,positive,False
3422,positive,positive,False
3628,positive,positive,False
3429,negative,negative,False
104,neutral,neutral,False
2031,positive,positive,False
809,positive,positive,False
1910,negative,negative,False
1982,positive,positive,False
1675,positive,positive,False
907,positive,positive,False
4163,negative,negative,False
3824,negative,negative,False
2748,positive,positive,False
1411,positive,positive,False
342,positive,positive,False
3982,positive,positive,False
2930,positive,positive,False
2424,positive,positive,False
1005,negative,negative,False
5002,negative,negative,False
4998,positive,positive,False
1371,positive,neutral,True
2035,positive,positive,False
2752,positive,positive,False
1914,negative,negative,False
2558,positive,positive,False
2788,neutral,neutral,False
4872,positive,positive,False
5085,positive,positive,False
1112,positive,positive,False
1488,negative,negative,False
4706,positive,positive,False
805,negative,negative,False
1314,positive,positive,False
2063,negative,negative,False
1337,positive,positive,False
1288,negative,positive,True
4970,positive,positive,False
1268,negative,negative,False
1702,positive,positive,False
4887,negative,negative,False
4411,positive,positive,False
4757,positive,positive,False
3595,positive,positive,False
140,neutral,neutral,False
937,negative,positive,True
627,neutral,neutral,False
5021,positive,positive,False
407,positive,positive,False
4854,negative,negative,False
973,positive,positive,False
2146,positive,positive,False
162,positive,positive,False
1509,neutral,neutral,False
1693,negative,negative,False
1473,positive,positive,False
4011,positive,positive,False
2877,positive,positive,False
2822,positive,positive,False
242,positive,positive,False
1572,negative,negative,False
1593,negative,negative,False
5060,positive,positive,False
1326,positive,positive,False
179,negative,negative,False
5020,positive,positive,False
2142,positive,positive,False
887,positive,positive,False
906,negative,negative,False
651,positive,positive,False
1022,negative,negative,False
2042,positive,positive,False
1644,positive,positive,False
3142,positive,neutral,True
648,neutral,neutral,False
4240,positive,positive,False
471,positive,positive,False
3339,positive,positive,False
2996,positive,positive,False
4813,neutral,neutral,False
3051,negative,negative,False
3327,positive,positive,False
3483,negative,negative,False
4959,positive,positive,False
543,negative,positive,True
2844,negative,negative,False
3655,negative,negative,False
4039,positive,positive,False
2145,positive,positive,False
4479,positive,positive,False
557,positive,positive,False
4147,neutral,neutral,False
3140,negative,negative,False
4924,negative,negative,False
4166,negative,negative,False
1738,negative,negative,False
1428,positive,positive,False
754,positive,positive,False
892,positive,positive,False
3137,negative,positive,True
798,positive,positive,False
1407,positive,positive,False
3560,positive,positive,False
1475,positive,positive,False
3128,positive,positive,False
1367,negative,negative,False
1753,positive,positive,False
1349,positive,positive,False
2643,negative,negative,False
2386,positive,positive,False
4960,positive,positive,False
70,positive,positive,False
4798,neutral,neutral,False
1505,positive,positive,False
4775,positive,positive,False
4454,positive,positive,False
2008,positive,positive,False
379,negative,negative,False
2708,neutral,neutral,False
608,negative,negative,False
1184,positive,neutral,True
5087,negative,negative,False
811,positive,positive,False
969,positive,positive,False
2322,positive,positive,False
1095,positive,positive,False
186,negative,negative,False
4810,positive,positive,False
1923,positive,positive,False
4015,positive,positive,False
4562,negative,negative,False
1536,positive,positive,False
1607,negative,negative,False
3382,positive,positive,False
1356,negative,negative,False
2793,neutral,neutral,False
1071,neutral,neutral,False
685,negative,positive,True
1114,positive,positive,False
2696,neutral,neutral,False
2568,positive,positive,False
5091,positive,positive,False
2050,positive,positive,False
4493,positive,positive,False
2743,negative,negative,False
4858,negative,negative,False
705,positive,positive,False
660,positive,positive,False
9,positive,positive,False
1498,negative,negative,False
1215,positive,positive,False
17,positive,positive,False
4070,negative,negative,False
100,positive,positive,False
1072,positive,positive,False
1964,neutral,neutral,False
3899,positive,positive,False
1220,neutral,neutral,False
2796,neutral,neutral,False
4188,negative,negative,False
3977,negative,neutral,True
4592,negative,negative,False
3778,negative,negative,False
4551,negative,negative,False
3167,negative,negative,False
414,negative,negative,False
1378,negative,negative,False
4302,positive,positive,False
24,neutral,neutral,False
3957,positive,positive,False
1533,negative,negative,False
4833,positive,positive,False
3050,negative,negative,False
5096,negative,negative,False
438,positive,positive,False
3352,positive,positive,False
190,negative,negative,False
1927,negative,negative,False
4204,negative,negative,False
3670,negative,negative,False
4193,positive,positive,False
1629,positive,positive,False
4902,negative,negative,False
1333,negative,negative,False
943,negative,negative,False
330,neutral,neutral,False
878,positive,negative,True
4631,positive,positive,False
616,positive,positive,False
1940,negative,negative,False
2496,negative,negative,False
3132,positive,positive,False
3958,negative,negative,False
302,negative,negative,False
1550,positive,positive,False
1292,positive,positive,False
1014,negative,negative,False
4994,negative,negative,False
4582,positive,positive,False
4676,positive,positive,False
2881,negative,negative,False
5067,negative,positive,True
4989,negative,negative,False
1637,positive,positive,False
3256,negative,negative,False
298,positive,positive,False
1878,negative,negative,False
496,positive,positive,False
4654,neutral,neutral,False
1182,positive,positive,False
3704,positive,positive,False
1,positive,negative,True
4999,positive,positive,False
3992,negative,negative,False
3485,positive,positive,False
341,positive,positive,False
2953,positive,positive,False
4748,positive,positive,False
2592,positive,positive,False
3588,positive,positive,False
4315,positive,positive,False
2776,positive,positive,False
196,negative,negative,False
1912,neutral,neutral,False
4192,positive,positive,False
1564,negative,negative,False
4822,positive,positive,False
4267,negative,negative,False
232,negative,negative,False
2591,positive,positive,False
1461,positive,positive,False
3183,negative,negative,False
3211,positive,positive,False
4097,positive,positive,False
88,positive,positive,False
2569,positive,positive,False
4992,positive,positive,False
2465,positive,positive,False
3636,negative,negative,False
1842,positive,positive,False
1212,positive,positive,False
1152,positive,positive,False
4401,negative,negative,False
1586,positive,positive,False
1311,positive,positive,False
2564,negative,negative,False
254,negative,negative,False
664,negative,negative,False
5128,positive,positive,False
3157,positive,positive,False
7,positive,positive,False
3931,positive,positive,False
336,positive,positive,False
1789,positive,positive,False
936,neutral,neutral,False
659,positive,positive,False
5012,positive,positive,False
5051,positive,positive,False
2377,positive,positive,False
4462,neutral,neutral,False
3825,negative,negative,False
3124,negative,negative,False
2734,neutral,neutral,False
2716,positive,positive,False
2763,negative,negative,False
2404,negative,negative,False
1736,positive,positive,False
1466,positive,positive,False
596,negative,negative,False
3031,positive,positive,False
5013,positive,positive,False
3453,negative,negative,False
4618,positive,positive,False
4930,positive,positive,False
2502,positive,positive,False
2451,negative,negative,False
2093,positive,positive,False
2636,neutral,neutral,False
1711,positive,positive,False
1284,neutral,neutral,False
4297,negative,negative,False
1190,positive,positive,False
1850,neutral,neutral,False
1123,negative,negative,False
1651,positive,positive,False
3832,negative,negative,False
2054,neutral,neutral,False
3735,negative,negative,False
1217,positive,positive,False
4498,positive,positive,False
219,neutral,neutral,False
1166,positive,positive,False
4218,positive,positive,False
2429,negative,negative,False
1375,negative,negative,False
1848,positive,positive,False
1777,negative,negative,False
3712,positive,positive,False
4750,neutral,neutral,False
4198,negative,negative,False
1266,negative,negative,False
2747,negative,negative,False
98,positive,positive,False
3615,neutral,neutral,False
3364,positive,positive,False
2452,neutral,neutral,False
1410,negative,negative,False
4019,negative,positive,True
456,positive,positive,False
211,neutral,neutral,False
4884,negative,negative,False
4608,positive,positive,False
3266,positive,positive,False
1070,positive,positive,False
223,positive,positive,False
4675,positive,positive,False
4416,negative,negative,False
2448,neutral,neutral,False
2000,positive,positive,False
2383,positive,positive,False
1460,negative,negative,False
1263,negative,negative,False
4766,positive,positive,False
3870,positive,positive,False
3144,positive,positive,False
53,positive,positive,False
3111,negative,negative,False
1317,positive,positive,False
2476,negative,negative,False
214,positive,positive,False
4735,positive,positive,False
3197,negative,negative,False
2028,positive,positive,False
4897,positive,positive,False
181,neutral,neutral,False
134,negative,negative,False
5124,negative,negative,False
4280,positive,positive,False
1796,positive,positive,False
3057,positive,positive,False
4636,positive,positive,False
753,neutral,neutral,False
1402,negative,negative,False
2003,positive,positive,False
1076,positive,positive,False
4611,positive,positive,False
4484,positive,positive,False
2381,positive,positive,False
4591,positive,positive,False
2954,positive,positive,False
1040,positive,positive,False
4247,positive,positive,False
4933,negative,negative,False
4145,neutral,neutral,False
2439,neutral,neutral,False
1968,positive,positive,False
41,negative,negative,False
1577,negative,negative,False
4786,positive,positive,False
1189,positive,positive,False
2728,neutral,neutral,False
2723,neutral,neutral,False
3234,positive,positive,False
797,positive,positive,False
3262,positive,positive,False
2912,positive,positive,False
537,positive,positive,False
839,positive,positive,False
4127,negative,negative,False
633,negative,negative,False
1650,positive,positive,False
2820,positive,positive,False
1944,positive,positive,False
2903,neutral,neutral,False
3360,negative,negative,False
1256,positive,positive,False
1514,negative,negative,False
4143,neutral,neutral,False
455,positive,positive,False
3033,positive,positive,False
2602,negative,negative,False
4772,positive,positive,False
2772,positive,positive,False
3068,positive,positive,False
2006,positive,positive,False
933,positive,positive,False
748,positive,positive,False
4428,negative,negative,False
4023,positive,positive,False
4797,negative,negative,False
454,negative,negative,False
4680,positive,positive,False
234,negative,negative,False
4840,negative,negative,False
2811,positive,positive,False
2807,positive,positive,False
4859,positive,positive,False
1906,negative,negative,False
1351,positive,positive,False
4542,negative,negative,False
3925,neutral,neutral,False
646,positive,positive,False
3507,positive,positive,False
1519,positive,positive,False
4612,negative,negative,False
4231,neutral,neutral,False
1047,positive,positive,False
3290,positive,positive,False
1463,positive,positive,False
3546,negative,negative,False
2913,negative,negative,False
294,positive,positive,False
4259,positive,positive,False
641,negative,negative,False
363,positive,positive,False
2530,positive,positive,False
3092,negative,negative,False
726,positive,positive,False
3997,negative,negative,False
3088,positive,positive,False
1129,negative,negative,False
2456,positive,positive,False
490,positive,positive,False
3607,positive,positive,False
4808,positive,positive,False
2431,positive,positive,False
1858,positive,positive,False
977,positive,positive,False
3393,positive,positive,False
2963,positive,positive,False
741,positive,positive,False
4114,negative,negative,False
2017,positive,positive,False
4300,negative,negative,False
1261,neutral,neutral,False
3822,positive,positive,False
4398,negative,negative,False
1870,neutral,neutral,False
4667,positive,positive,False
795,neutral,neutral,False
4719,negative,negative,False
4421,negative,negative,False
1251,neutral,neutral,False
311,positive,positive,False
3964,positive,positive,False
2927,positive,positive,False
3644,negative,negative,False
4062,negative,negative,False
2690,negative,negative,False
3552,positive,positive,False
5114,positive,positive,False
260,negative,negative,False
4585,negative,negative,False
2156,negative,negative,False
1391,positive,negative,True
1091,positive,positive,False
1035,positive,positive,False
4172,negative,negative,False
2583,positive,positive,False
1366,positive,positive,False
4266,negative,negative,False
938,neutral,neutral,False
1370,positive,positive,False
3467,positive,positive,False
133,positive,positive,False
2810,negative,negative,False
355,positive,positive,False
1643,positive,positive,False
3179,negative,negative,False
4122,neutral,neutral,False
2785,positive,positive,False
3885,negative,negative,False
4559,positive,positive,False
3372,positive,positive,False
1840,negative,negative,False
4864,positive,positive,False
4346,negative,negative,False
1639,positive,positive,False
3959,positive,positive,False
4739,negative,negative,False
1627,negative,negative,False
357,positive,positive,False
1945,negative,negative,False
2801,negative,positive,True
4477,positive,positive,False
2024,neutral,neutral,False
555,positive,positive,False
3151,positive,positive,False
4270,positive,positive,False
2068,negative,negative,False
137,positive,positive,False
243,neutral,neutral,False
1812,negative,negative,False
4755,negative,negative,False
3203,positive,positive,False
2813,positive,positive,False
919,negative,negative,False
1108,positive,positive,False
1180,neutral,neutral,False
2576,positive,positive,False
2359,negative,negative,False
918,positive,positive,False
30,negative,negative,False
249,negative,negative,False
854,negative,negative,False
4892,negative,negative,False
77,positive,positive,False
4518,positive,positive,False
2489,positive,positive,False
2056,neutral,neutral,False
4530,positive,positive,False
1495,positive,positive,False
2829,neutral,neutral,False
4853,negative,negative,False
1499,positive,positive,False
4203,negative,negative,False
4765,neutral,neutral,False
4099,positive,positive,False
3649,positive,positive,False
3357,positive,positive,False
1712,negative,negative,False
2970,neutral,neutral,False
4053,neutral,neutral,False
483,neutral,neutral,False
4221,positive,positive,False
1802,positive,positive,False
4646,negative,negative,False
1542,positive,negative,True
1590,negative,negative,False
3802,positive,positive,False
3940,positive,positive,False
128,positive,positive,False
4702,positive,positive,False
3868,positive,positive,False
1204,negative,negative,False
3127,positive,positive,False
1548,negative,negative,False
344,negative,negative,False
3784,negative,negative,False
4024,positive,positive,False
746,positive,positive,False
3639,positive,positive,False
484,negative,negative,False
1350,positive,positive,False
97,negative,negative,False
3434,negative,negative,False
1822,negative,negative,False
4568,positive,positive,False
953,positive,positive,False
896,positive,positive,False
1987,positive,positive,False
1641,positive,positive,False
4132,negative,negative,False
4261,positive,positive,False
2365,positive,positive,False
1992,negative,negative,False
4140,negative,negative,False
123,positive,positive,False
226,positive,positive,False
3941,negative,negative,False
3316,neutral,neutral,False
3007,negative,negative,False
2599,neutral,neutral,False
2907,positive,positive,False
2379,neutral,neutral,False
1690,positive,positive,False
1960,positive,positive,False
2497,positive,positive,False
4361,positive,negative,True
4100,neutral,neutral,False
3710,negative,negative,False
2058,neutral,neutral,False
1479,positive,positive,False
3543,negative,negative,False
1425,positive,positive,False
793,positive,positive,False
3331,positive,positive,False
2119,negative,negative,False
2986,positive,positive,False
838,negative,negative,False
656,negative,negative,False
3055,negative,negative,False
2033,positive,positive,False
34,positive,positive,False
358,neutral,neutral,False
4251,positive,positive,False
180,neutral,neutral,False
3990,positive,positive,False
1304,positive,positive,False
1860,positive,positive,False
4281,positive,positive,False
2556,positive,positive,False
2314,positive,positive,False
2468,positive,positive,False
1165,neutral,neutral,False
1621,positive,positive,False
1779,negative,negative,False
3014,positive,positive,False
5038,positive,positive,False
1447,positive,positive,False
1149,positive,positive,False
3630,positive,positive,False
4403,negative,negative,False
2428,positive,positive,False
731,negative,negative,False
149,positive,positive,False
4475,positive,positive,False
3421,positive,positive,False
1926,negative,negative,False
374,neutral,neutral,False
4579,positive,positive,False
4494,negative,negative,False
470,positive,positive,False
1797,positive,positive,False
205,negative,positive,True
1331,negative,negative,False
2513,positive,positive,False
3793,negative,negative,False
3307,negative,negative,False
4223,positive,positive,False
1030,positive,positive,False
3972,positive,positive,False
4882,positive,positive,False
2821,positive,positive,False
2634,positive,positive,False
1996,positive,positive,False
1867,positive,positive,False
4187,positive,positive,False
2490,positive,positive,False
4154,negative,negative,False
1798,positive,positive,False
3696,positive,positive,False
1882,positive,positive,False
2969,positive,positive,False
3756,positive,positive,False
1223,positive,positive,False
2041,positive,positive,False
1500,positive,positive,False
3196,positive,positive,False
1563,positive,positive,False
2117,positive,positive,False
5058,negative,negative,False
978,positive,positive,False
4327,positive,positive,False
3138,positive,positive,False
450,negative,negative,False
1415,positive,negative,True
2524,negative,negative,False
3769,negative,negative,False
4169,positive,positive,False
2596,positive,positive,False
1346,positive,positive,False
188,negative,negative,False
3861,positive,positive,False
4439,positive,positive,False
442,negative,negative,False
3711,positive,positive,False
4515,neutral,neutral,False
4876,negative,negative,False
1583,negative,positive,True
1628,positive,positive,False
371,negative,negative,False
1109,positive,positive,False
2768,positive,positive,False
4050,negative,negative,False
4289,negative,negative,False
1442,positive,positive,False
4792,positive,positive,False
4063,negative,negative,False
622,positive,positive,False
4740,positive,positive,False
3503,positive,positive,False
2472,positive,positive,False
980,positive,positive,False
1661,neutral,neutral,False
4499,positive,positive,False
1441,neutral,positive,True
1090,negative,negative,False
4570,negative,negative,False
842,positive,positive,False
486,negative,positive,True
2867,positive,positive,False
2356,negative,negative,False
1880,positive,positive,False
1565,negative,negative,False
806,positive,positive,False
4526,positive,positive,False
439,positive,positive,False
2369,neutral,neutral,False
245,neutral,neutral,False
4490,positive,positive,False
1097,positive,positive,False
65,positive,positive,False
3097,positive,positive,False
434,positive,positive,False
572,positive,positive,False
146,neutral,neutral,False
1731,positive,positive,False
5072,negative,negative,False
4285,positive,positive,False
3177,positive,positive,False
2318,neutral,neutral,False
2460,positive,positive,False
2797,positive,positive,False
3680,positive,positive,False
4243,positive,positive,False
882,negative,neutral,True
1776,negative,negative,False
4329,positive,positive,False
2084,positive,positive,False
1142,negative,negative,False
3815,positive,positive,False
106,neutral,neutral,False
4041,positive,positive,False
1765,positive,positive,False
5070,negative,negative,False
1322,positive,positive,False
509,positive,positive,False
237,positive,positive,False
4438,positive,positive,False
4747,positive,positive,False
86,positive,positive,False
5032,positive,positive,False
2664,negative,negative,False
4737,negative,negative,False
15,positive,positive,False
850,positive,positive,False
1334,positive,positive,False
4081,positive,positive,False
3351,positive,positive,False
1271,positive,positive,False
4373,positive,positive,False
3837,positive,positive,False
4576,positive,positive,False
3435,negative,negative,False
3489,positive,positive,False
675,positive,positive,False
3752,neutral,negative,True
4103,positive,positive,False
4974,negative,negative,False
2973,positive,negative,True
2508,positive,positive,False
1127,positive,positive,False
3820,positive,positive,False
2951,positive,positive,False
2125,negative,negative,False
5099,positive,positive,False
3184,negative,negative,False
4553,positive,positive,False
16,positive,positive,False
292,positive,positive,False
963,positive,positive,False
2932,positive,positive,False
796,positive,positive,False
4025,positive,positive,False
1093,positive,positive,False
2090,positive,positive,False
239,positive,positive,False
423,positive,positive,False
2080,positive,positive,False
2619,negative,negative,False
193,positive,positive,False
661,negative,negative,False
1701,positive,positive,False
4976,positive,positive,False
958,positive,positive,False
2689,negative,negative,False
2601,positive,positive,False
3198,positive,positive,False
233,positive,positive,False
4317,positive,positive,False
3073,neutral,neutral,False
944,negative,negative,False
2880,positive,positive,False
3378,positive,positive,False
3240,positive,positive,False
2946,positive,positive,False
2434,positive,positive,False
3611,positive,positive,False
1567,positive,positive,False
4089,neutral,neutral,False
875,negative,negative,False
2761,neutral,neutral,False
2159,positive,positive,False
3716,positive,positive,False
327,negative,negative,False
4407,positive,positive,False
2712,negative,negative,False
4072,positive,positive,False
591,neutral,neutral,False
4516,positive,positive,False
2621,positive,negative,True
602,negative,negative,False
4504,positive,positive,False
2941,positive,positive,False
3288,positive,positive,False
1633,positive,positive,False
1209,positive,positive,False
4671,neutral,neutral,False
913,positive,positive,False
506,positive,positive,False
4783,positive,positive,False
3894,negative,negative,False
482,positive,positive,False
372,positive,positive,False
3259,positive,positive,False
3338,positive,positive,False
689,negative,negative,False
3738,positive,positive,False
4624,negative,negative,False
4550,positive,positive,False
3818,positive,positive,False
151,positive,positive,False
4824,negative,negative,False
4581,positive,positive,False
985,neutral,neutral,False
466,positive,positive,False
2032,positive,positive,False
4967,positive,positive,False
3058,negative,negative,False
2337,positive,positive,False
529,negative,negative,False
678,neutral,neutral,False
1815,positive,positive,False
1988,positive,positive,False
4685,negative,negative,False
3166,negative,negative,False
3625,negative,negative,False
4368,negative,negative,False
723,negative,negative,False
3085,positive,positive,False
817,positive,positive,False
5095,positive,positive,False
1257,negative,negative,False
4175,positive,positive,False
1241,positive,positive,False
1286,negative,negative,False
2870,positive,positive,False
1849,positive,positive,False
3597,positive,positive,False
950,positive,positive,False
3533,neutral,neutral,False
3010,negative,negative,False
244,positive,positive,False
187,positive,positive,False
394,positive,positive,False
5001,negative,negative,False
82,positive,positive,False
3,positive,positive,False
1734,negative,negative,False
4396,negative,negative,False
2588,positive,positive,False
4295,negative,negative,False
2674,negative,negative,False
4419,negative,negative,False
5109,positive,positive,False
4282,negative,negative,False
4488,negative,negative,False
348,negative,negative,False
2370,neutral,neutral,False
1484,positive,positive,False
827,positive,positive,False
3345,positive,positive,False
4459,positive,positive,False
2331,positive,positive,False
3264,positive,positive,False
855,positive,positive,False
4310,positive,positive,False
4195,negative,negative,False
59,positive,positive,False
1793,positive,positive,False
2478,negative,negative,False
2590,positive,positive,False
1379,negative,negative,False
3873,positive,positive,False
4458,negative,negative,False
1788,positive,positive,False
2612,positive,positive,False
2015,negative,negative,False
3813,positive,positive,False
1817,positive,neutral,True
382,negative,negative,False
2427,positive,positive,False
1332,negative,negative,False
957,negative,negative,False
4126,positive,positive,False
4880,negative,negative,False
4890,positive,positive,False
210,positive,positive,False
3633,positive,positive,False
508,positive,positive,False
1904,neutral,neutral,False
3169,negative,negative,False
4492,positive,positive,False
4141,neutral,neutral,False
761,positive,positive,False
2007,neutral,neutral,False
3408,positive,positive,False
4482,positive,positive,False
4819,negative,negative,False
1373,negative,negative,False
694,positive,positive,False
2819,positive,positive,False
1128,positive,positive,False
1186,positive,positive,False
2132,positive,positive,False
3431,positive,positive,False
5068,negative,negative,False
4789,positive,positive,False
267,positive,positive,False
2839,negative,negative,False
4101,positive,positive,False
377,negative,negative,False
962,neutral,neutral,False
4726,positive,positive,False
3880,negative,negative,False
2110,neutral,neutral,False
3973,positive,positive,False
428,neutral,neutral,False
4865,positive,positive,False
3365,negative,negative,False
1735,negative,negative,False
1267,positive,positive,False
4817,positive,positive,False
2956,positive,positive,False
4639,negative,negative,False
4571,negative,negative,False
4759,positive,negative,True
163,positive,positive,False
1662,neutral,neutral,False
721,positive,positive,False
4961,positive,positive,False
1395,positive,positive,False
3448,negative,negative,False
4977,negative,negative,False
1026,neutral,neutral,False
283,positive,positive,False
2349,positive,positive,False
4707,neutral,neutral,False
3146,positive,positive,False
1359,negative,negative,False
540,positive,positive,False
252,positive,negative,True
2874,positive,positive,False
1930,positive,positive,False
4802,negative,negative,False
3287,positive,positive,False
589,negative,negative,False
2817,negative,negative,False
1775,negative,negative,False
111,positive,positive,False
1824,positive,positive,False
3689,neutral,positive,True
1747,positive,positive,False
2567,negative,negative,False
2745,neutral,neutral,False
1517,negative,negative,False
1242,neutral,negative,True
4232,positive,positive,False
478,positive,positive,False
2983,negative,negative,False
4725,positive,positive,False
1031,positive,positive,False
924,positive,positive,False
4168,negative,positive,True
4805,positive,positive,False
3406,neutral,neutral,False
2577,negative,negative,False
3719,negative,negative,False
3048,negative,negative,False
5071,neutral,neutral,False
3591,neutral,neutral,False
4594,positive,positive,False
4823,negative,negative,False
4655,positive,positive,False
3375,neutral,neutral,False
4619,positive,positive,False
859,positive,positive,False
1177,positive,positive,False
834,positive,positive,False
836,negative,negative,False
513,positive,positive,False
440,positive,positive,False
4144,neutral,neutral,False
2741,negative,negative,False
3616,negative,negative,False
2919,positive,positive,False
2004,positive,positive,False
2092,positive,positive,False
2455,negative,negative,False
2470,positive,positive,False
1761,negative,negative,False
3484,positive,positive,False
1403,negative,neutral,True
4521,positive,positive,False
2160,positive,positive,False
2778,positive,positive,False
905,neutral,neutral,False
773,positive,positive,False
4331,negative,negative,False
1663,negative,negative,False
1615,positive,positive,False
4338,positive,positive,False
2027,positive,positive,False
3379,positive,positive,False
4,positive,positive,False
3988,negative,negative,False
4352,negative,negative,False
3512,negative,negative,False
2533,positive,positive,False
335,neutral,neutral,False
551,negative,negative,False
4873,negative,negative,False
5042,positive,positive,False
2330,negative,negative,False
114,positive,positive,False
4180,negative,negative,False
1448,positive,positive,False
1103,positive,positive,False
5129,positive,positive,False
209,positive,positive,False
531,neutral,positive,True
4852,negative,negative,False
1236,positive,positive,False
3455,positive,positive,False
4615,positive,positive,False
4433,negative,negative,False
1703,negative,negative,False
2693,negative,negative,False
2999,positive,positive,False
1916,negative,negative,False
3136,negative,negative,False
3905,negative,negative,False
4670,positive,positive,False
422,negative,negative,False
3706,positive,positive,False
3569,negative,negative,False
583,positive,positive,False
5023,positive,positive,False
4437,positive,positive,False
715,positive,positive,False
900,positive,positive,False
2326,negative,negative,False
497,positive,positive,False
476,positive,positive,False
851,positive,positive,False
4481,positive,positive,False
2940,negative,positive,True
3368,positive,positive,False
62,positive,positive,False
758,positive,positive,False
2034,positive,negative,True
1742,positive,positive,False
474,positive,positive,False
1971,positive,positive,False
3790,positive,positive,False
3210,negative,negative,False
3106,negative,negative,False
921,negative,negative,False
4265,negative,negative,False
679,positive,positive,False
3490,positive,positive,False
2944,negative,negative,False
517,positive,positive,False
826,negative,negative,False
2848,negative,negative,False
3602,neutral,neutral,False
1758,positive,positive,False
4535,negative,negative,False
101,positive,positive,False
779,neutral,neutral,False
784,negative,negative,False
2975,negative,negative,False
1430,positive,positive,False
2541,positive,positive,False
1719,positive,neutral,True
2771,positive,positive,False
2528,negative,negative,False
3322,positive,positive,False
1899,positive,positive,False
830,negative,negative,False
265,positive,positive,False
1146,positive,positive,False
3748,positive,positive,False
1752,positive,positive,False
2571,positive,positive,False
1372,negative,negative,False
2526,negative,positive,True
816,positive,positive,False
3187,negative,negative,False
1139,negative,negative,False
5125,positive,positive,False
4250,positive,positive,False
2618,negative,negative,False
308,positive,positive,False
4435,negative,negative,False
2691,negative,negative,False
3691,positive,positive,False
4497,positive,positive,False
1759,positive,positive,False
2064,negative,negative,False
4677,positive,positive,False
4102,neutral,neutral,False
982,positive,positive,False
2140,positive,positive,False
3838,negative,negative,False
3487,positive,positive,False
815,positive,positive,False
5120,positive,positive,False
3265,positive,positive,False
840,positive,positive,False
3150,negative,negative,False
791,positive,positive,False
3394,negative,negative,False
220,positive,positive,False
2052,positive,positive,False
1723,positive,positive,False
2639,negative,negative,False
4098,neutral,neutral,False
2324,positive,positive,False
3444,negative,negative,False
4393,negative,negative,False
2658,neutral,negative,True
3986,negative,negative,False
1390,neutral,neutral,False
992,negative,negative,False
3038,positive,positive,False
1298,positive,positive,False
4975,positive,positive,False
4386,negative,negative,False
668,negative,negative,False
3781,negative,negative,False
3333,neutral,neutral,False
4522,negative,negative,False
968,positive,positive,False
1218,negative,negative,False
909,negative,negative,False
782,negative,negative,False
321,positive,positive,False
1705,negative,negative,False
5008,positive,positive,False
3614,positive,positive,False
3834,neutral,neutral,False
64,negative,negative,False
2388,neutral,neutral,False
3586,positive,positive,False
14,positive,positive,False
4325,negative,negative,False
3881,positive,positive,False
3341,positive,positive,False
194,negative,negative,False
1581,neutral,neutral,False
3501,negative,negative,False
1276,positive,positive,False
1457,neutral,positive,True
2138,positive,positive,False
3918,negative,negative,False
5004,negative,negative,False
3877,positive,positive,False
1310,neutral,neutral,False
1489,positive,positive,False
1118,positive,positive,False
1677,positive,neutral,True
257,positive,positive,False
4649,positive,positive,False
3129,negative,negative,False
5024,positive,positive,False
4060,positive,positive,False
